Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands,Acct_Open_Dt,Defaulted
197293,48,29,2,F,Married,644.8848643,4/30/2002,4/30/2004
108161,18,0,2,F,Single,304.9882514,4/29/2002,4/29/2004
110841,50,33,2,M,Married,662.9874221,4/28/2002,4/28/2004
110639,35,15,2,M,Single,364.3370129,4/27/2002,4/27/2004
152749,64,47,2,F,Single,48.64040499,4/26/2002,4/26/2004
145225,19,2,2,M,Married,555.6668504,4/25/2002,4/25/2004
168801,30,10,2,F,Married,542.4600195,4/24/2002,4/24/2004
120184,40,22,2,F,Single,408.5210693,4/23/2002,4/23/2004
164470,24,7,2,F,Single,375.1448818,4/22/2002,4/22/2004
160748,39,19,2,M,Single,644.7900113,4/21/2002,4/21/2004
150038,49,31,2,M,Married,438.0736832,4/20/2002,4/20/2004
109697,51,31,2,F,Married,133.6082773,4/19/2002,4/19/2004
105048,42,22,2,F,Married,444.2194531,4/18/2002,4/18/2004
167084,34,13,2,M,Married,364.1695599,4/17/2002,4/17/2004
140327,22,4,2,M,Single,556.8383931,4/16/2002,4/16/2004
125816,53,35,2,F,Married,255.9480053,4/15/2002,4/15/2004
121547,69,49,2,F,Married,545.8851835,4/14/2002,4/14/2004
102867,70,53,2,M,Single,349.0545647,4/13/2002,4/13/2004
194616,16,0,2,M,Married,680.6325471,4/12/2002,4/12/2004
172410,53,33,2,F,Single,220.8136093,4/11/2002,4/11/2004
189126,29,12,2,F,Married,251.8850248,4/10/2002,4/10/2004
107434,18,0,2,M,Married,571.9483062,4/9/2002,4/9/2004
196534,69,52,2,F,Married,107.3456572,4/8/2002,4/8/2004
144165,64,46,2,F,Married,55.11078038,4/7/2002,4/7/2004
111826,60,39,2,M,Single,64.58064165,4/6/2002,4/6/2004
112744,22,4,2,M,Single,1883.373932,4/5/2002,4/5/2004
107201,65,45,2,F,Single,284.4893908,4/4/2002,4/4/2004
141556,69,51,2,M,Married,364.1887136,4/3/2002,4/3/2004
141643,22,3,2,F,Married,241.6787662,4/2/2002,4/2/2004
103924,62,45,2,F,Single,257.2819425,4/1/2002,4/1/2004
116935,29,11,2,M,Married,365.509736,3/31/2002,3/31/2004
114249,45,24,2,F,Single,526.2110395,3/30/2002,3/30/2004
152347,30,10,2,F,Single,492.7189607,3/29/2002,3/29/2004
115409,22,5,2,M,Married,419.2947294,3/28/2002,3/28/2004
161068,70,53,2,F,Single,246.7127998,3/27/2002,3/27/2004
161330,36,18,2,F,Married,326.3205155,3/26/2002,3/26/2004
144860,22,5,2,M,Single,316.5447298,3/25/2002,3/25/2004
115843,70,50,2,M,Married,186.9770685,3/24/2002,3/24/2004
144106,35,16,2,M,Married,292.0929944,3/23/2002,3/23/2004
167793,18,0,2,M,Single,463.1947126,3/22/2002,3/22/2004
194123,57,38,2,M,Single,554.85812,3/21/2002,3/21/2004
149154,67,49,2,F,Single,224.2958682,3/20/2002,3/20/2004
141945,22,3,2,M,Married,431.2372528,3/19/2002,3/19/2004
172878,17,0,2,F,Single,853.5172334,3/18/2002,3/18/2004
199975,24,6,2,F,Married,329.7783553,3/17/2002,3/17/2004
179057,70,52,2,F,Married,489.4043716,3/16/2002,3/16/2004
151169,28,8,2,M,Single,419.8749439,3/15/2002,3/15/2004
128758,56,39,2,M,Single,773.3717502,3/14/2002,3/14/2004
135205,27,8,2,F,Single,813.2008888,3/13/2002,3/13/2004
163451,25,8,2,F,Married,290.85714,3/12/2002,3/12/2004
115498,27,10,2,F,Single,417.5322802,3/11/2002,3/11/2004
137188,54,35,2,M,Single,948.961617,3/10/2002,3/10/2004
134038,48,30,2,M,Single,418.6160845,3/9/2002,3/9/2004
125470,17,0,2,M,Married,704.3709913,3/8/2002,3/8/2004
170905,62,41,2,M,Single,274.8170949,3/7/2002,3/7/2004
149436,44,23,2,M,Married,627.6014932,3/6/2002,3/6/2004
188360,25,8,2,M,Single,578.1605117,3/5/2002,3/5/2004
121254,47,30,2,F,Single,378.6471116,3/4/2002,3/4/2004
185406,62,43,2,M,Married,305.2483756,3/3/2002,3/3/2004
125027,43,23,2,M,Single,530.2998472,3/2/2002,3/2/2004
134655,24,5,2,M,Single,868.1959057,3/1/2002,3/1/2004
141263,23,6,2,M,Married,638.5858885,2/28/2002,2/28/2004
120847,54,37,2,F,Single,406.7887894,2/27/2002,2/27/2004
186465,30,11,2,M,Single,446.4560288,2/26/2002,2/26/2004
132233,16,0,2,M,Single,549.6537494,2/25/2002,2/25/2004
107955,22,5,2,M,Single,296.909497,2/24/2002,2/24/2004
145275,19,0,2,F,Married,322.5251261,2/23/2002,2/23/2004
141191,69,51,2,F,Married,63.16716826,2/22/2002,2/22/2004
122932,64,43,2,F,Married,175.9839897,2/21/2002,2/21/2004
199193,16,0,2,F,Single,740.2205245,2/20/2002,2/20/2004
156601,19,2,2,M,Single,2814,2/19/2002,2/19/2004
134137,61,40,2,F,Single,152.1417303,2/18/2002,2/18/2004
152259,24,5,2,M,Single,741.5099286,2/17/2002,2/17/2004
107371,66,46,2,F,Single,78.95193381,2/16/2002,2/16/2004
140991,66,48,2,M,Single,203.034266,2/15/2002,2/15/2004
130896,68,51,2,F,Single,42.80763176,2/14/2002,2/14/2004
152241,62,43,2,F,Married,150.3941983,2/13/2002,2/13/2004
193440,25,6,2,F,Married,344.3833581,2/12/2002,2/12/2004
162190,16,0,2,M,Single,1026.310667,2/11/2002,2/11/2004
157058,31,11,2,M,Single,385.6705408,2/10/2002,2/10/2004
113900,38,20,2,M,Single,467.7065653,2/9/2002,2/9/2004
159830,48,28,2,F,Single,345.5637767,2/8/2002,2/8/2004
166605,67,46,2,M,Married,325.0409191,2/7/2002,2/7/2004
160490,54,36,2,F,Single,453.621032,2/6/2002,2/6/2004
100366,69,48,2,M,Married,85.12163185,2/5/2002,2/5/2004
116528,26,6,2,M,Married,199.3608972,2/4/2002,2/4/2004
123134,26,6,2,F,Married,414.0355088,2/3/2002,2/3/2004
162489,35,18,2,F,Married,373.5689412,2/2/2002,2/2/2004
127716,21,2,2,M,Married,169.3389215,2/1/2002,2/1/2004
129902,19,2,2,F,Married,242.3291789,1/31/2002,1/31/2004
148260,23,6,2,M,Single,1084.569504,1/30/2002,1/30/2004
129698,23,5,2,M,Married,287.2007063,1/29/2002,1/29/2004
169412,28,7,2,M,Single,653.7119739,1/28/2002,1/28/2004
132724,69,52,2,M,Single,532.616571,1/27/2002,1/27/2004
146311,39,20,2,M,Married,394.8217047,1/26/2002,1/26/2004
152479,45,27,2,F,Single,411.8218575,1/25/2002,1/25/2004
111131,35,17,2,F,Married,595.2500438,1/24/2002,1/24/2004
114426,46,29,2,M,Single,861.3950543,1/23/2002,1/23/2004
196704,69,51,2,M,Married,110.534983,1/22/2002,1/22/2004
119719,61,41,2,F,Single,322.6711304,1/21/2002,1/21/2004
113961,38,21,2,M,Single,710.6181282,1/20/2002,1/20/2004
179866,19,1,2,M,Married,757.3871116,1/19/2002,1/19/2004
150033,28,9,2,F,Married,291.6173826,1/18/2002,1/18/2004
115402,68,49,2,F,Married,201.7299071,1/17/2002,1/17/2004
105730,69,48,2,M,Single,197.0761174,1/16/2002,1/16/2004
121570,66,46,2,F,Single,198.3467374,1/15/2002,1/15/2004
134065,64,47,2,M,Single,398.1255067,1/14/2002,1/14/2004
188951,47,26,2,F,Married,297.5640493,1/13/2002,1/13/2004
176272,69,52,2,M,Married,255.8123577,1/12/2002,1/12/2004
149292,69,51,2,M,Single,115.2835278,1/11/2002,1/11/2004
101379,17,0,2,M,Married,230.1025724,1/10/2002,1/10/2004
171899,44,23,2,F,Married,470.772339,1/9/2002,1/9/2004
197497,63,46,2,M,Single,576.3439788,1/8/2002,1/8/2004
131387,49,31,2,M,Married,345.8435284,1/7/2002,1/7/2004
134511,23,6,2,F,Single,356.4963621,1/6/2002,1/6/2004
187193,53,33,2,M,Single,860.7963518,1/5/2002,1/5/2004
162455,19,1,2,M,Single,659.8311101,1/4/2002,1/4/2004
129859,20,2,2,M,Married,242.9389306,1/3/2002,1/3/2004
110486,45,24,2,M,Single,392.9888125,1/2/2002,1/2/2004
168456,45,25,2,F,Single,416.0056676,1/1/2002,1/1/2004
146684,65,44,2,F,Married,549.8650833,12/31/2001,12/31/2003
126801,62,41,2,M,Married,34.18558791,12/30/2001,12/30/2003
146215,27,7,2,M,Single,690.8500547,12/29/2001,12/29/2003
163227,54,33,2,M,Married,349.3069773,12/28/2001,12/28/2003
144656,19,2,2,M,Married,390.4570927,12/27/2001,12/27/2003
156610,63,42,2,M,Single,102.0442511,12/26/2001,12/26/2003
151793,45,27,2,F,Single,482.675552,12/25/2001,12/25/2003
109789,19,1,2,F,Married,287.5581669,12/24/2001,12/24/2003
160890,52,34,2,M,Married,554.0828553,12/23/2001,12/23/2003
148429,17,0,2,M,Single,797.2267243,12/22/2001,12/22/2003
133314,37,18,2,M,Single,489.9230992,12/21/2001,12/21/2003
131988,54,35,2,F,Married,488.9204235,12/20/2001,12/20/2003
123935,24,5,2,M,Married,685.5472249,12/19/2001,12/19/2003
137063,52,32,2,F,Single,137.021926,12/18/2001,12/18/2003
163639,63,44,2,F,Married,279.4194643,12/17/2001,12/17/2003
149148,68,48,2,M,Single,247.28952,12/16/2001,12/16/2003
189220,54,36,2,F,Married,627.0833742,12/15/2001,12/15/2003
193610,33,16,2,M,Single,924.3987952,12/14/2001,12/14/2003
175097,70,49,2,F,Single,290.5468122,12/13/2001,12/13/2003
176990,25,6,2,M,Single,714.116311,12/12/2001,12/12/2003
107980,47,27,2,F,Married,354.7019674,12/11/2001,12/11/2003
120206,33,14,2,M,Single,246.2217902,12/10/2001,12/10/2003
163061,62,42,2,M,Married,201.0919381,12/9/2001,12/9/2003
148079,66,45,2,F,Single,135.7872789,12/8/2001,12/8/2003
146908,68,49,2,F,Single,103.5921231,12/7/2001,12/7/2003
106807,62,43,2,M,Married,116.4320793,12/6/2001,12/6/2003
130243,42,21,2,F,Single,683.6721296,12/5/2001,12/5/2003
185726,27,10,2,M,Single,423.9501643,12/4/2001,12/4/2003
183778,67,46,2,F,Single,103.1529002,12/3/2001,12/3/2003
184771,22,3,2,M,Married,343.1106416,12/2/2001,12/2/2003
176322,50,29,2,F,Married,314.0491544,12/1/2001,12/1/2003
181351,47,28,2,M,Single,528.6512528,11/30/2001,11/30/2003
123419,56,36,2,F,Married,517.2785548,11/29/2001,11/29/2003
155784,20,1,2,M,Single,1240.961967,11/28/2001,11/28/2003
198766,70,52,2,M,Married,286.8812378,11/27/2001,11/27/2003
108632,65,45,2,M,Married,293.4708894,11/26/2001,11/26/2003
166666,65,48,2,M,Single,89.56574204,11/25/2001,11/25/2003
138643,27,9,2,M,Married,232.1488457,11/24/2001,11/24/2003
149712,20,1,2,F,Married,338.3642916,11/23/2001,11/23/2003
127004,64,45,2,F,Single,160.6994065,11/22/2001,11/22/2003
132030,55,36,2,M,Married,225.4633325,11/21/2001,11/21/2003
136606,68,50,2,M,Single,45.97570117,11/20/2001,11/20/2003
144488,64,46,2,F,Single,196.2813898,11/19/2001,11/19/2003
184682,16,0,2,F,Married,382.2013599,11/18/2001,11/18/2003
159888,56,37,2,F,Married,448.4698573,11/17/2001,11/17/2003
105327,70,49,2,F,Married,62.20126455,11/16/2001,11/16/2003
131444,70,49,2,M,Married,48.7363347,11/15/2001,11/15/2003
192126,52,34,2,M,Single,603.0119453,11/14/2001,11/14/2003
168111,54,34,2,F,Single,685.0277859,11/13/2001,11/13/2003
153613,22,3,2,F,Married,384.1372989,11/12/2001,11/12/2003
124558,67,49,2,M,Married,499.0143263,11/11/2001,11/11/2003
193638,63,44,2,M,Married,58.11371062,11/10/2001,11/10/2003
128660,16,0,2,F,Married,245.5514543,11/9/2001,11/9/2003
171764,16,0,2,M,Single,663.3554871,11/8/2001,11/8/2003
171127,53,32,2,M,Single,378.9284189,11/7/2001,11/7/2003
165710,38,17,2,M,Married,123.8587097,11/6/2001,11/6/2003
168812,60,40,2,F,Married,142.7739137,11/5/2001,11/5/2003
144753,21,4,2,M,Single,781.2241448,11/4/2001,11/4/2003
123310,61,44,2,M,Single,395.0740598,11/3/2001,11/3/2003
120963,47,26,2,F,Married,331.0313176,11/2/2001,11/2/2003
121073,70,49,2,M,Married,80.24221083,11/1/2001,11/1/2003
125744,28,9,2,F,Single,156.9877317,10/31/2001,10/31/2003
152397,39,18,2,F,Single,166.9814039,10/30/2001,10/30/2003
190863,51,33,2,M,Single,667.3091222,10/29/2001,10/29/2003
141072,19,0,2,M,Married,257.8478061,10/28/2001,10/28/2003
192465,55,37,2,F,Married,492.963983,10/27/2001,10/27/2003
137669,24,5,2,M,Single,934.7447209,10/26/2001,10/26/2003
125089,48,31,2,M,Single,509.3666843,10/25/2001,10/25/2003
157023,44,25,2,F,Single,904.6842247,10/24/2001,10/24/2003
148015,53,35,2,M,Married,432.6201947,10/23/2001,10/23/2003
114714,59,40,2,F,Married,634.5363021,10/22/2001,10/22/2003
176233,18,0,2,M,Married,422.0503089,10/21/2001,10/21/2003
178968,39,22,2,M,Single,530.6876262,10/20/2001,10/20/2003
148774,48,29,2,F,Single,675.685326,10/19/2001,10/19/2003
161894,45,27,2,F,Married,134.267431,10/18/2001,10/18/2003
117176,52,34,2,M,Married,281.6759718,10/17/2001,10/17/2003
127469,45,24,2,F,Single,769.072315,10/16/2001,10/16/2003
128115,46,28,2,F,Married,221.3601744,10/15/2001,10/15/2003
166143,46,27,2,M,Married,386.3281397,10/14/2001,10/14/2003
153288,62,45,2,M,Single,380.2629278,10/13/2001,10/13/2003
103942,62,44,2,F,Single,456.9286682,10/12/2001,10/12/2003
105488,25,6,2,M,Single,1313.38813,10/11/2001,10/11/2003
184088,25,6,2,F,Married,328.4621503,10/10/2001,10/10/2003
179559,17,0,2,M,Single,662.7873582,10/9/2001,10/9/2003
173615,62,44,2,F,Single,418.2324464,10/8/2001,10/8/2003
144816,33,16,2,F,Married,362.8138301,10/7/2001,10/7/2003
115395,38,19,2,M,Married,506.922688,10/6/2001,10/6/2003
130311,23,4,2,F,Married,481.7940738,10/5/2001,10/5/2003
184812,49,30,2,M,Single,491.907308,10/4/2001,10/4/2003
139619,18,1,2,F,Single,573.0557924,10/3/2001,10/3/2003
195739,27,8,2,F,Single,461.2807466,10/2/2001,10/2/2003
198111,69,50,2,M,Single,316.5217782,10/1/2001,10/1/2003
125031,21,3,2,M,Married,283.0848197,9/30/2001,9/30/2003
113370,21,4,2,F,Single,447.0450284,9/29/2001,9/29/2003
184349,39,22,2,F,Single,544.7799528,9/28/2001,9/28/2003
120340,66,47,2,F,Married,29.48296987,9/27/2001,9/27/2003
175313,23,4,2,F,Married,524.5472718,9/26/2001,9/26/2003
176062,41,23,2,M,Single,491.0277254,9/25/2001,9/25/2003
175997,25,8,2,M,Married,586.4575226,9/24/2001,9/24/2003
149644,21,3,2,F,Single,474.1410582,9/23/2001,9/23/2003
155220,66,45,2,F,Married,90.59799692,9/22/2001,9/22/2003
120680,68,49,2,M,Single,267.943607,9/21/2001,9/21/2003
111474,45,27,2,F,Married,341.9799628,9/20/2001,9/20/2003
176168,70,49,2,M,Single,44.64055267,9/19/2001,9/19/2003
182492,21,4,2,F,Married,319.286823,9/18/2001,9/18/2003
128580,36,15,2,F,Married,346.1261774,9/17/2001,9/17/2003
126896,63,42,2,F,Single,129.5973895,9/16/2001,9/16/2003
194623,55,35,2,M,Single,509.4627758,9/15/2001,9/15/2003
144787,33,15,2,F,Single,437.9020483,9/14/2001,9/14/2003
141146,64,44,2,F,Married,342.3560723,9/13/2001,9/13/2003
166390,23,4,2,F,Married,412.5617816,9/12/2001,9/12/2003
194078,62,43,2,M,Married,246.9965913,9/11/2001,9/11/2003
128784,24,6,2,F,Married,108.3392623,9/10/2001,9/10/2003
160087,34,17,2,M,Single,201.5720329,9/9/2001,9/9/2003
156637,24,7,2,F,Single,663.9160877,9/8/2001,9/8/2003
168419,33,12,2,M,Married,351.3479905,9/7/2001,9/7/2003
193098,38,19,2,M,Married,360.2925308,9/6/2001,9/6/2003
191721,66,48,2,F,Single,50.2255099,9/5/2001,9/5/2003
113866,69,51,2,M,Married,67.45867564,9/4/2001,9/4/2003
140518,60,43,2,F,Single,19.3055825,9/3/2001,9/3/2003
183121,16,0,2,M,Married,539.2670892,9/2/2001,9/2/2003
183007,39,20,2,F,Single,399.5714797,9/1/2001,9/1/2003
185443,27,9,2,M,Single,381.18968,8/31/2001,8/31/2003
143677,63,44,2,F,Single,424.4147273,8/30/2001,8/30/2003
160131,61,44,2,M,Married,310.4345511,8/29/2001,8/29/2003
190311,69,49,2,F,Single,172.3857854,8/28/2001,8/28/2003
155619,69,49,2,F,Married,140.8741022,8/27/2001,8/27/2003
140721,56,35,2,M,Single,329.831764,8/26/2001,8/26/2003
109512,41,21,2,F,Single,150.4155806,8/25/2001,8/25/2003
196693,64,43,2,M,Single,50.57339885,8/24/2001,8/24/2003
158873,53,34,2,F,Married,282.4691551,8/23/2001,8/23/2003
160063,52,33,2,F,Married,662.8956138,8/22/2001,8/22/2003
144856,22,4,2,M,Single,478.234253,8/21/2001,8/21/2003
116131,69,49,2,M,Married,85.7968658,8/20/2001,8/20/2003
171093,44,26,2,M,Married,390.1296231,8/19/2001,8/19/2003
110569,21,3,2,M,Married,800.2390702,8/18/2001,8/18/2003
112299,48,28,2,M,Single,656.8840275,8/17/2001,8/17/2003
153939,23,4,2,M,Married,403.0817042,8/16/2001,8/16/2003
143868,58,40,2,M,Single,489.6712881,8/15/2001,8/15/2003
128544,60,43,2,F,Married,109.2549184,8/14/2001,8/14/2003
170929,24,6,2,F,Single,1167.922229,8/13/2001,8/13/2003
116739,63,45,2,M,Married,305.7939811,8/12/2001,8/12/2003
146862,37,16,2,F,Single,662.5605733,8/11/2001,8/11/2003
105404,68,47,2,F,Single,301.4452901,8/10/2001,8/10/2003
155534,68,49,2,M,Single,338.9155024,8/9/2001,8/9/2003
169783,24,5,2,F,Married,260.016964,8/8/2001,8/8/2003
170699,51,30,2,F,Single,311.0094363,8/7/2001,8/7/2003
133715,69,49,2,F,Single,97.16610705,8/6/2001,8/6/2003
147235,24,6,2,M,Single,876.8373128,8/5/2001,8/5/2003
149391,56,36,2,F,Single,364.958553,8/4/2001,8/4/2003
120125,23,5,2,F,Married,334.4644319,8/3/2001,8/3/2003
143621,32,11,2,F,Single,264.7846314,8/2/2001,8/2/2003
162880,17,0,2,M,Married,450.1794072,8/1/2001,8/1/2003
185058,44,24,2,M,Single,447.5415679,7/31/2001,7/31/2003
101100,19,2,2,M,Single,817.0889534,7/30/2001,7/30/2003
110130,66,47,2,F,Married,204.3919559,7/29/2001,7/29/2003
182908,18,0,2,F,Married,146.1876575,7/28/2001,7/28/2003
106695,18,0,2,F,Single,703.7133256,7/27/2001,7/27/2003
151652,46,25,2,F,Married,414.6760995,7/26/2001,7/26/2003
187317,22,5,2,F,Married,493.7547271,7/25/2001,7/25/2003
181679,32,13,2,F,Single,339.7074083,7/24/2001,7/24/2003
116481,68,47,2,M,Single,292.4898702,7/23/2001,7/23/2003
157943,67,46,2,M,Married,22.4023338,7/22/2001,7/22/2003
148213,51,31,2,M,Single,500.4022292,7/21/2001,7/21/2003
131916,21,4,2,F,Married,197.2533859,7/20/2001,7/20/2003
118669,45,26,2,M,Single,400.765589,7/19/2001,7/19/2003
127248,44,23,2,M,Married,379.0301602,7/18/2001,7/18/2003
173257,58,38,2,M,Married,190.4604887,7/17/2001,7/17/2003
117605,69,50,2,M,Single,465.7644331,7/16/2001,7/16/2003
135976,42,21,2,M,Married,286.71261,7/15/2001,7/15/2003
107467,65,45,2,F,Single,298.9834019,7/14/2001,7/14/2003
105550,62,43,2,F,Married,123.8890856,7/13/2001,7/13/2003
137242,60,40,2,F,Single,271.1036119,7/12/2001,7/12/2003
112099,56,35,2,F,Married,367.5815434,7/11/2001,7/11/2003
152982,39,21,2,M,Single,467.7115021,7/10/2001,7/10/2003
112350,25,7,2,M,Married,694.561926,7/9/2001,7/9/2003
167598,21,4,2,M,Single,744.6703098,7/8/2001,7/8/2003
104885,33,12,2,M,Single,490.2322292,7/7/2001,7/7/2003
179414,45,26,2,M,Married,356.1514895,7/6/2001,7/6/2003
199395,69,52,2,F,Single,448.4012457,7/5/2001,7/5/2003
106410,53,32,2,M,Married,620.8278988,7/4/2001,7/4/2003
161053,59,40,2,M,Single,712.7631408,7/3/2001,7/3/2003
166873,20,1,2,M,Married,543.9432608,7/2/2001,7/2/2003
174047,19,2,2,M,Single,925.0132734,7/1/2001,7/1/2003
166966,29,12,2,F,Single,471.1708052,6/30/2001,6/30/2003
158427,46,27,2,M,Married,190.1974887,6/29/2001,6/29/2003
123725,22,3,2,F,Married,330.295575,6/28/2001,6/28/2003
149145,28,9,2,M,Married,323.9466932,6/27/2001,6/27/2003
135950,38,21,2,M,Married,377.7103177,6/26/2001,6/26/2003
193151,23,6,2,M,Married,336.3698196,6/25/2001,6/25/2003
190814,20,3,2,F,Married,289.2416865,6/24/2001,6/24/2003
169100,64,47,2,F,Married,16.61784175,6/23/2001,6/23/2003
109539,24,5,2,M,Married,229.1217479,6/22/2001,6/22/2003
152608,23,6,2,F,Married,325.4021154,6/21/2001,6/21/2003
107065,69,52,2,F,Married,490.8277044,6/20/2001,6/20/2003
104294,21,2,2,M,Married,283.3502652,6/19/2001,6/19/2003
192042,17,0,2,M,Married,232.6281293,6/18/2001,6/18/2003
151565,46,26,2,F,Single,396.4820768,6/17/2001,6/17/2003
197502,20,1,2,F,Single,265.1163252,6/16/2001,6/16/2003
101383,48,27,2,F,Single,390.9019909,6/15/2001,6/15/2003
191104,57,39,2,M,Single,506.7966527,6/14/2001,6/14/2003
138583,62,41,2,F,Single,194.188239,6/13/2001,6/13/2003
188907,38,19,2,M,Married,352.5256432,6/12/2001,6/12/2003
178471,62,44,2,M,Single,178.3216863,6/11/2001,6/11/2003
197161,20,1,2,M,Single,621.8172611,6/10/2001,6/10/2003
116566,67,46,2,M,Single,203.9843161,6/9/2001,6/9/2003
156485,31,14,2,F,Married,509.4617109,6/8/2001,6/8/2003
159549,65,48,2,M,Single,148.1187688,6/7/2001,6/7/2003
133655,16,0,2,M,Married,374.3379542,6/6/2001,6/6/2003
153029,64,47,2,F,Single,502.643824,6/5/2001,6/5/2003
118618,43,22,2,F,Married,279.8884006,6/4/2001,6/4/2003
161457,17,0,2,M,Married,643.1122901,6/3/2001,6/3/2003
105549,30,12,2,M,Single,473.1793042,6/2/2001,6/2/2003
123482,27,7,2,F,Single,431.4405981,6/1/2001,6/1/2003
140842,40,21,2,F,Married,335.6067935,5/31/2001,5/31/2003
103819,67,49,2,F,Single,253.2816075,5/30/2001,5/30/2003
188682,51,33,2,F,Single,369.9864994,5/29/2001,5/29/2003
160066,67,48,2,M,Single,196.8111414,5/28/2001,5/28/2003
134220,59,41,2,F,Single,316.9793543,5/27/2001,5/27/2003
114977,60,42,2,F,Married,24.50552264,5/26/2001,5/26/2003
147692,45,25,2,F,Married,338.295675,5/25/2001,5/25/2003
190856,19,1,2,F,Single,405.5768507,5/24/2001,5/24/2003
111428,24,6,2,F,Single,780.667958,5/23/2001,5/23/2003
113898,45,28,2,M,Single,896.7392544,5/22/2001,5/22/2003
160115,25,8,2,M,Single,2879,5/21/2001,5/21/2003
157530,62,44,2,M,Single,143.5748367,5/20/2001,5/20/2003
126141,43,22,2,M,Single,224.6955736,5/19/2001,5/19/2003
143814,69,51,2,F,Single,231.4608776,5/18/2001,5/18/2003
109596,16,0,2,F,Married,479.370976,5/17/2001,5/17/2003
129404,25,6,2,M,Single,790.9371839,5/16/2001,5/16/2003
138073,25,8,2,F,Married,111.6679556,5/15/2001,5/15/2003
169304,66,46,2,F,Single,44.8549712,5/14/2001,5/14/2003
190540,30,13,2,F,Single,396.435747,5/13/2001,5/13/2003
122577,35,14,2,F,Married,293.3026507,5/12/2001,5/12/2003
129782,20,2,2,M,Single,747.1602793,5/11/2001,5/11/2003
197336,26,7,2,F,Single,376.2800309,5/10/2001,5/10/2003
178668,37,17,2,F,Single,397.7075707,5/9/2001,5/9/2003
180934,65,47,2,M,Single,43.90765359,5/8/2001,5/8/2003
114246,40,22,2,M,Married,319.7404011,5/7/2001,5/7/2003
113057,18,1,2,M,Married,380.1822674,5/6/2001,5/6/2003
174510,61,40,2,M,Single,96.69153093,5/5/2001,5/5/2003
159161,48,30,2,F,Single,710.1964161,5/4/2001,5/4/2003
159365,62,45,2,M,Married,307.2162304,5/3/2001,5/3/2003
193955,69,51,2,F,Married,68.62782962,5/2/2001,5/2/2003
186623,52,33,2,M,Single,507.8694992,5/1/2001,5/1/2003
158528,66,47,2,F,Single,246.7029727,4/30/2001,4/30/2003
138505,52,32,2,M,Single,413.7544243,4/29/2001,4/29/2003
159728,32,11,2,M,Single,415.6980603,4/28/2001,4/28/2003
198045,22,5,2,F,Married,205.7011349,4/27/2001,4/27/2003
181717,67,46,2,F,Single,247.3375139,4/26/2001,4/26/2003
115626,19,0,2,M,Married,783.0149197,4/25/2001,4/25/2003
103823,65,48,2,F,Single,308.462944,4/24/2001,4/24/2003
182915,18,0,2,F,Single,763.8953612,4/23/2001,4/23/2003
150685,68,48,2,F,Single,38.31712094,4/22/2001,4/22/2003
102912,23,5,2,M,Married,509.1251757,4/21/2001,4/21/2003
143662,23,6,2,M,Married,886.1880093,4/20/2001,4/20/2003
106808,19,2,2,F,Single,484.1244503,4/19/2001,4/19/2003
141076,19,0,2,M,Married,678.7030456,4/18/2001,4/18/2003
154397,37,16,2,F,Married,317.2610036,4/17/2001,4/17/2003
166539,70,52,2,M,Single,71.14057848,4/16/2001,4/16/2003
139570,61,42,2,F,Single,325.964527,4/15/2001,4/15/2003
154443,28,7,2,F,Single,387.1835882,4/14/2001,4/14/2003
138903,24,6,2,M,Married,246.9232925,4/13/2001,4/13/2003
178839,48,28,2,F,Single,796.5701342,4/12/2001,4/12/2003
103114,70,53,2,M,Married,63.50212418,4/11/2001,4/11/2003
101432,58,37,2,M,Married,450.3063337,4/10/2001,4/10/2003
168426,17,0,2,F,Married,243.6923338,4/9/2001,4/9/2003
152593,42,25,2,M,Married,402.0085932,4/8/2001,4/8/2003
149570,48,28,2,M,Single,503.8264386,4/7/2001,4/7/2003
118526,23,4,2,F,Married,265.5556163,4/6/2001,4/6/2003
151091,21,2,2,M,Single,523.0865746,4/5/2001,4/5/2003
165791,17,0,2,M,Married,721.3547276,4/4/2001,4/4/2003
150059,47,29,2,M,Single,410.7083923,4/3/2001,4/3/2003
170383,65,46,2,F,Married,200.7420917,4/2/2001,4/2/2003
165497,21,2,2,M,Single,926.8695021,4/1/2001,4/1/2003
140850,70,49,2,F,Married,352.2486719,3/31/2001,3/31/2003
139513,58,40,2,F,Married,675.052376,3/30/2001,3/30/2003
106253,30,9,2,F,Single,272.3988253,3/29/2001,3/29/2003
154925,24,6,2,M,Single,899.4357777,3/28/2001,3/28/2003
106254,18,0,2,M,Married,631.3421248,3/27/2001,3/27/2003
154381,60,41,2,F,Married,311.4301899,3/26/2001,3/26/2003
144685,51,33,2,F,Single,378.7651634,3/25/2001,3/25/2003
145428,25,8,2,F,Single,1021.639065,3/24/2001,3/24/2003
119599,18,1,2,M,Single,547.0661173,3/23/2001,3/23/2003
150879,25,8,2,M,Single,1121.372912,3/22/2001,3/22/2003
137449,25,6,2,M,Single,1008.820062,3/21/2001,3/21/2003
187602,35,15,2,F,Single,356.9179157,3/20/2001,3/20/2003
189455,24,5,2,F,Single,259.7794723,3/19/2001,3/19/2003
130552,43,26,2,F,Single,384.506558,3/18/2001,3/18/2003
178927,62,43,2,M,Single,176.0482467,3/17/2001,3/17/2003
167850,18,0,2,F,Single,642.8128637,3/16/2001,3/16/2003
